P-GPa, T-K
19.512303258700953, 1798.2708933717577
36.47479001945862, 2259.3659942363106
36.8408088869184, 2541.7867435158496
36.33587034163403, 2634.0057636887605
45.748417448705645, 2760.8069164265125
44.7321362595138, 2870.317002881844
62.7222345377965, 3354.466858789625
73.81905958274837, 3187.3198847262242
81.16800906426269, 3170.028818443803
88.72927904628193, 3636.8876080691634
101.21530086947956, 3723.3429394812674
