P-GPa, T-K
20.229069681519256, 2184.438040345821
37.691076134880184, 2489.9135446685873
37.87728761792163, 2668.5878962536017
37.197467917929025, 2714.697406340057
45.940047784428195, 3002.881844380403
47.31545111948571, 3095.100864553314
63.24687800192124, 3492.7953890489907
74.8619424123747, 3389.048991354466
88.23419296041774, 3844.3804034582126
100.73006724303556, 4046.109510086455
